"sektor","kön","månad","tabellinnehåll","Antal pågående anställningar"
"kommun","totalt","2024M09","Antal pågående anställningar - anställningstid <=6 månader",226432
"kommun","totalt","2024M09","Årlig förändring av antalet pågående anställningar, procent",0.2
"kommun","totalt","2024M09","Årlig förändring av antalet pågående anställningar - anställningstid >6 månader, procent",0.9
"kommun","totalt","2024M09","Årlig förändring av antalet pågående anställningar - anställningstid <=6 månader, procent",-2.2
"kommun","totalt","2024M10","Antal pågående anställningar",1007888
"kommun","totalt","2024M10","Antal pågående anställningar - anställningstid >6 månader",809920
"kommun","totalt","2024M10","Antal pågående anställningar - anställningstid <=6 månader",197967
"kommun","totalt","2024M10","Årlig förändring av antalet pågående anställningar, procent",-0.3
"kommun","totalt","2024M10","Årlig förändring av antalet pågående anställningar - anställningstid >6 månader, procent",0.9
"kommun","totalt","2024M10","Årlig förändring av antalet pågående anställningar - anställningstid <=6 månader, procent",-5.0
"kommun","totalt","2024M11","Antal pågående anställningar",995065
"kommun","totalt","2024M11","Antal pågående anställningar - anställningstid >6 månader",807813
"kommun","totalt","2024M11","Antal pågående anställningar - anställningstid <=6 månader",187251
"kommun","totalt","2024M11","Årlig förändring av antalet pågående anställningar, procent",-0.6
"kommun","totalt","2024M11","Årlig förändring av antalet pågående anställningar - anställningstid >6 månader, procent",0.6
"kommun","totalt","2024M11","Årlig förändring av antalet pågående anställningar - anställningstid <=6 månader, procent",-5.6
"kommun","totalt","2024M12","Antal pågående anställningar",991667
"kommun","totalt","2024M12","Antal pågående anställningar - anställningstid >6 månader",812377
"kommun","totalt","2024M12","Antal pågående anställningar - anställningstid <=6 månader",179289
"kommun","totalt","2024M12","Årlig förändring av antalet pågående anställningar, procent",-0.6
"kommun","totalt","2024M12","Årlig förändring av antalet pågående anställningar - anställningstid >6 månader, procent",0.6
"kommun","totalt","2024M12","Årlig förändring av antalet pågående anställningar - anställningstid <=6 månader, procent",-5.5
"kommun","totalt","2025M01","Antal pågående anställningar",973424
"kommun","totalt","2025M01","Antal pågående anställningar - anställningstid >6 månader",802412
"kommun","totalt","2025M01","Antal pågående anställningar - anställningstid <=6 månader",171012
"kommun","totalt","2025M01","Årlig förändring av antalet pågående anställningar, procent",-0.7
"kommun","totalt","2025M01","Årlig förändring av antalet pågående anställningar - anställningstid >6 månader, procent",0.4
"kommun","totalt","2025M01","Årlig förändring av antalet pågående anställningar - anställningstid <=6 månader, procent",-5.5
"kommun","totalt","2025M02","Antal pågående anställningar",979982
"kommun","totalt","2025M02","Antal pågående anställningar - anställningstid >6 månader",809423
"kommun","totalt","2025M02","Antal pågående anställningar - anställningstid <=6 månader",170559
"kommun","totalt","2025M02","Årlig förändring av antalet pågående anställningar, procent",-0.7
"kommun","totalt","2025M02","Årlig förändring av antalet pågående anställningar - anställningstid >6 månader, procent",0.2
"kommun","totalt","2025M02","Årlig förändring av antalet pågående anställningar - anställningstid <=6 månader, procent",-4.4
"kommun","totalt","2025M03","Antal pågående anställningar",987662
"kommun","totalt","2025M03","Antal pågående anställningar - anställningstid >6 månader",821722
"kommun","totalt","2025M03","Antal pågående anställningar - anställningstid <=6 månader",165940
"kommun","totalt","2025M03","Årlig förändring av antalet pågående anställningar, procent",-0.6
"kommun","totalt","2025M03","Årlig förändring av antalet pågående anställningar - anställningstid >6 månader, procent",0.0
"kommun","totalt","2025M03","Årlig förändring av antalet pågående anställningar - anställningstid <=6 månader, procent",-3.5
"kommun","totalt","2025M04","Antal pågående anställningar",1002175
"kommun","totalt","2025M04","Antal pågående anställningar - anställningstid >6 månader",828018
"kommun","totalt","2025M04","Antal pågående anställningar - anställningstid <=6 månader",174157
"kommun","totalt","2025M04","Årlig förändring av antalet pågående anställningar, procent",-0.5
"kommun","totalt","2025M04","Årlig förändring av antalet pågående anställningar - anställningstid >6 månader, procent",-0.1
"kommun","totalt","2025M04","Årlig förändring av antalet pågående anställningar - anställningstid <=6 månader, procent",-2.3
"kommun","totalt","2025M05","Antal pågående anställningar",999033
"kommun","totalt","2025M05","Antal pågående anställningar - anställningstid >6 månader",828491
"kommun","totalt","2025M05","Antal pågående anställningar - anställningstid <=6 månader",170542
"kommun","totalt","2025M05","Årlig förändring av antalet pågående anställningar, procent",-0.4
"kommun","totalt","2025M05","Årlig förändring av antalet pågående anställningar - anställningstid >6 månader, procent",-0.2
"kommun","totalt","2025M05","Årlig förändring av antalet pågående anställningar - anställningstid <=6 månader, procent",-1.4
"kommun","totalt","2025M06","Antal pågående anställningar",1036829
"kommun","totalt","2025M06","Antal pågående anställningar - anställningstid >6 månader",833504
"kommun","totalt","2025M06","Antal pågående anställningar - anställningstid <=6 månader",203325
"kommun","totalt","2025M06","Årlig förändring av antalet pågående anställningar, procent",-1.8
"kommun","totalt","2025M06","Årlig förändring av antalet pågående anställningar - anställningstid >6 månader, procent",-0.3
"kommun","totalt","2025M06","Årlig förändring av antalet pågående anställningar - anställningstid <=6 månader, procent",-7.5
"kommun","totalt","2025M07","Antal pågående anställningar",1058083
"kommun","totalt","2025M07","Antal pågående anställningar - anställningstid >6 månader",830790
"kommun","totalt","2025M07","Antal pågående anställningar - anställningstid <=6 månader",227293
"kommun","totalt","2025M07","Årlig förändring av antalet pågående anställningar, procent",-2.4
"kommun","totalt","2025M07","Årlig förändring av antalet pågående anställningar - anställningstid >6 månader, procent",-0.3
"kommun","totalt","2025M07","Årlig förändring av antalet pågående anställningar - anställningstid <=6 månader, procent",-9.5
"kommun","totalt","2025M08","Antal pågående anställningar",1019977
"kommun","totalt","2025M08","Antal pågående anställningar - anställningstid >6 månader",816308
"kommun","totalt","2025M08","Antal pågående anställningar - anställningstid <=6 månader",203669
"kommun","totalt","2025M08","Årlig förändring av antalet pågående anställningar, procent",-0.8
"kommun","totalt","2025M08","Årlig förändring av antalet pågående anställningar - anställningstid >6 månader, procent",-0.4
"kommun","totalt","2025M08","Årlig förändring av antalet pågående anställningar - anställningstid <=6 månader, procent",-2.3
"kommun","totalt","2025M09","Antal pågående anställningar",1044857
"kommun","totalt","2025M09","Antal pågående anställningar - anställningstid >6 månader",814300
"kommun","totalt","2025M09","Antal pågående anställningar - anställningstid <=6 månader",230557
"kommun","totalt","2025M09","Årlig förändring av antalet pågående anställningar, procent",0.3
"kommun","totalt","2025M09","Årlig förändring av antalet pågående anställningar - anställningstid >6 månader, procent",-0.2
"kommun","totalt","2025M09","Årlig förändring av antalet pågående anställningar - anställningstid <=6 månader, procent",1.8
"hushållens icke-vinstdrivande organisationer","män","2015M04","Antal pågående anställningar",..
"hushållens icke-vinstdrivande organisationer","män","2015M04","Antal pågående anställningar - anställningstid >6 månader",..
"hushållens icke-vinstdrivande organisationer","män","2015M04","Antal pågående anställningar - anställningstid <=6 månader",..
"hushållens icke-vinstdrivande organisationer","män","2015M04","Årlig förändring av antalet pågående anställningar, procent",..
"hushållens icke-vinstdrivande organisationer","män","2015M04","Årlig förändring av antalet pågående anställningar - anställningstid >6 månader, procent",..
"hushållens icke-vinstdrivande organisationer","män","2015M04","Årlig förändring av antalet pågående anställningar - anställningstid <=6 månader, procent",..
"hushållens icke-vinstdrivande organisationer","män","2015M05","Antal pågående anställningar",..
"hushållens icke-vinstdrivande organisationer","män","2015M05","Antal pågående anställningar - anställningstid >6 månader",..
"hushållens icke-vinstdrivande organisationer","män","2015M05","Antal pågående anställningar - anställningstid <=6 månader",..
